Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_x1,q_x2,q_x3,q_x4,q_x5,q_x6,q_x7,q_x8,q_x9,q_x10,q_x11,q_x12,q_x13,q_x14,q_x15,q_x16,q_x17,q_x18,q_x19,q_x20,q_x21,q_x22,q_x23,q_x24,q_x25,q_x26,q_x27,q_x28,q_x29,q_x30,q_x31,q_x32,q_x33,q_x34,q_x35,q_x36,q_x37,q_x38,q_x39,q_x40,q_x41,q_x42,q_x43,q_x44,q_x45,q_x46,q_x47,q_x48,q_x49,q_x50,q_x51,q_x52,q_x53,q_x54,q_x55,q_x56,q_x57,q_x58,q_x59,q_x60,q_x61,q_x62,q_x63,q_x64,q_x65,q_x66,q_x67,q_x68,q_x69,q_x70,q_x71,q_x72,q_x73,q_x74,q_x75,q_x76,q_x77,q_x78,q_x79,q_x80,q_x81,q_x82,q_x83,q_x84,q_x85,q_x86,q_x87,q_x88,q_x89,q_x90,q_x91,q_x92,q_x93,q_x94,q_x95,q_x96,q_x97,q_x98,q_x99,q_x100,q_s1,q_s2,q_s3,q_s4,q_s5,q_s6,q_s7
289,868,1,6,786,2,704,M_0,M_6,M_1,M_1,M_6,M_5,M_3,M_0,M_5,M_5,M_4,M_4,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_2,M_2,M_3,M_6,M_2,M_2,M_3,M_0,M_0,M_1,M_1,M_0,M_2,M_0,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_1,M_4,M_4,M_6,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_6,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_2,M_1,M_6,M_5,M_2,M_2,M_0,M_4
289,869,2,0,786,0,704,M_0,M_6,M_1,M_1,M_6,M_5,M_3,M_0,M_5,M_5,M_4,M_4,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_2,M_2,M_3,M_6,M_2,M_2,M_3,M_0,M_0,M_1,M_1,M_0,M_2,M_0,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_1,M_4,M_4,M_6,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_6,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_2,M_1,M_6,M_5,M_2,M_2,M_0,M_4
289,870,3,1,787,0,705,M_0,M_6,M_1,M_1,M_6,M_5,M_3,M_0,M_5,M_5,M_4,M_4,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_2,M_2,M_3,M_6,M_2,M_2,M_3,M_0,M_0,M_1,M_1,M_0,M_2,M_0,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_1,M_4,M_4,M_6,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_6,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_2,M_1,M_6,M_4,M_2,M_2,M_0,M_4
290,870,0,0,787,0,705,M_0,M_6,M_1,M_1,M_6,M_5,M_3,M_0,M_5,M_5,M_4,M_4,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_2,M_2,M_3,M_6,M_2,M_2,M_3,M_0,M_0,M_1,M_1,M_0,M_2,M_0,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_1,M_4,M_4,M_6,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_6,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_2,M_1,M_6,M_4,M_2,M_2,M_0,M_4
290,871,1,5,792,0,710,M_5,M_6,M_1,M_1,M_6,M_5,M_3,M_0,M_5,M_6,M_0,M_4,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_2,M_2,M_3,M_6,M_2,M_2,M_3,M_0,M_0,M_1,M_1,M_0,M_2,M_0,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_1,M_4,M_4,M_6,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_2,M_1,M_6,M_4,M_5,M_2,M_0,M_4
290,872,2,1,793,0,711,M_5,M_6,M_1,M_1,M_6,M_5,M_3,M_0,M_5,M_6,M_0,M_4,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_2,M_2,M_3,M_6,M_2,M_2,M_3,M_0,M_0,M_1,M_1,M_0,M_2,M_0,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_1,M_4,M_4,M_6,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_2,M_1,M_6,M_4,M_6,M_2,M_0,M_4
290,873,3,2,795,0,713,M_5,M_6,M_0,M_1,M_6,M_5,M_3,M_0,M_5,M_6,M_0,M_4,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_2,M_2,M_3,M_6,M_2,M_2,M_3,M_0,M_0,M_1,M_1,M_0,M_2,M_0,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_1,M_4,M_4,M_6,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_2,M_1,M_6,M_4,M_0,M_2,M_0,M_4
291,873,0,0,795,0,713,M_5,M_6,M_0,M_1,M_6,M_5,M_3,M_0,M_5,M_6,M_0,M_4,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_2,M_2,M_3,M_6,M_2,M_2,M_3,M_0,M_0,M_1,M_1,M_0,M_2,M_0,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_1,M_4,M_4,M_6,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_2,M_1,M_6,M_4,M_0,M_2,M_0,M_4
291,874,1,6,801,1,718,M_5,M_6,M_0,M_1,M_1,M_5,M_3,M_0,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_2,M_2,M_3,M_6,M_2,M_2,M_3,M_0,M_0,M_2,M_3,M_0,M_2,M_0,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_6,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_2,M_1,M_6,M_4,M_1,M_2,M_0,M_4
291,875,2,0,801,0,718,M_5,M_6,M_0,M_1,M_1,M_5,M_3,M_0,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_2,M_2,M_3,M_6,M_2,M_2,M_3,M_0,M_0,M_2,M_3,M_0,M_2,M_0,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_6,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_2,M_1,M_6,M_4,M_1,M_2,M_0,M_4
291,876,3,1,802,0,719,M_5,M_6,M_0,M_1,M_1,M_1,M_3,M_0,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_2,M_2,M_3,M_6,M_2,M_2,M_3,M_0,M_0,M_2,M_3,M_0,M_2,M_0,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_6,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_2,M_1,M_6,M_4,M_1,M_2,M_0,M_4
292,876,0,0,802,0,719,M_5,M_6,M_0,M_1,M_1,M_1,M_3,M_0,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_2,M_2,M_3,M_6,M_2,M_2,M_3,M_0,M_0,M_2,M_3,M_0,M_2,M_0,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_6,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_2,M_1,M_6,M_4,M_1,M_2,M_0,M_4
292,877,1,3,805,0,722,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_0,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_2,M_2,M_3,M_6,M_3,M_2,M_3,M_0,M_0,M_2,M_3,M_0,M_2,M_0,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_6,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_2,M_6,M_6,M_4,M_1,M_2,M_0,M_4
292,878,2,3,808,1,724,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_2,M_2,M_3,M_6,M_3,M_2,M_3,M_0,M_0,M_2,M_3,M_0,M_2,M_0,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_6,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_1,M_6,M_6,M_4,M_2,M_2,M_0,M_4
292,879,3,0,808,0,724,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_2,M_2,M_3,M_6,M_3,M_2,M_3,M_0,M_0,M_2,M_3,M_0,M_2,M_0,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_6,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_1,M_6,M_6,M_4,M_2,M_2,M_0,M_4
293,879,0,0,808,0,724,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_2,M_2,M_3,M_6,M_3,M_2,M_3,M_0,M_0,M_2,M_3,M_0,M_2,M_0,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_6,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_1,M_6,M_6,M_4,M_2,M_2,M_0,M_4
293,880,1,4,812,1,727,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_2,M_2,M_3,M_6,M_3,M_2,M_6,M_0,M_0,M_2,M_3,M_0,M_2,M_4,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_3,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_1,M_6,M_6,M_4,M_6,M_2,M_0,M_4
293,881,2,2,814,0,729,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_0,M_2,M_3,M_6,M_3,M_2,M_6,M_0,M_0,M_2,M_3,M_0,M_2,M_4,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_3,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_1,M_6,M_6,M_4,M_0,M_2,M_0,M_4
293,882,3,0,814,0,729,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_0,M_2,M_3,M_6,M_3,M_2,M_6,M_0,M_0,M_2,M_3,M_0,M_2,M_4,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_3,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_1,M_6,M_6,M_4,M_0,M_2,M_0,M_4
294,882,0,0,814,0,729,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_0,M_2,M_3,M_6,M_3,M_2,M_6,M_0,M_0,M_2,M_3,M_0,M_2,M_4,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_3,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_1,M_6,M_6,M_4,M_0,M_2,M_0,M_4
294,883,1,1,815,0,730,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_0,M_2,M_3,M_6,M_3,M_2,M_6,M_0,M_0,M_2,M_3,M_0,M_2,M_4,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_3,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_1,M_6,M_6,M_4,M_2,M_2,M_0,M_4
294,884,2,2,817,0,732,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_0,M_2,M_3,M_6,M_3,M_2,M_6,M_0,M_0,M_2,M_3,M_0,M_2,M_4,M_6,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_3,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_1,M_6,M_6,M_4,M_3,M_2,M_0,M_4
294,885,3,3,820,1,734,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_6,M_2,M_3,M_0,M_3,M_2,M_6,M_0,M_0,M_2,M_3,M_0,M_2,M_4,M_6,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_3,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_1,M_6,M_6,M_4,M_0,M_2,M_0,M_4
295,885,0,0,820,0,734,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_6,M_2,M_3,M_0,M_3,M_2,M_6,M_0,M_0,M_2,M_3,M_0,M_2,M_4,M_6,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_3,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_2,M_2,M_2,M_5,M_5,M_5,M_1,M_6,M_6,M_4,M_0,M_2,M_0,M_4
295,886,1,5,825,1,738,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_6,M_2,M_3,M_0,M_2,M_2,M_6,M_0,M_0,M_2,M_3,M_0,M_2,M_2,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_3,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_0,M_2,M_2,M_5,M_5,M_5,M_1,M_6,M_6,M_4,M_2,M_2,M_0,M_4
295,887,2,0,825,0,738,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_6,M_2,M_3,M_0,M_2,M_2,M_6,M_0,M_0,M_2,M_3,M_0,M_2,M_2,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_3,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_0,M_2,M_2,M_5,M_5,M_5,M_1,M_6,M_6,M_4,M_2,M_2,M_0,M_4
295,888,3,1,826,0,739,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_6,M_2,M_3,M_0,M_2,M_2,M_6,M_0,M_0,M_2,M_3,M_0,M_2,M_2,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_3,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_0,M_2,M_2,M_5,M_5,M_5,M_1,M_6,M_6,M_4,M_3,M_2,M_0,M_4
296,888,0,0,826,0,739,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_6,M_2,M_3,M_0,M_2,M_2,M_6,M_0,M_0,M_2,M_3,M_0,M_2,M_2,M_3,M_2,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_3,M_4,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_0,M_2,M_2,M_5,M_5,M_5,M_1,M_6,M_6,M_4,M_3,M_2,M_0,M_4
296,889,1,3,829,0,742,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_6,M_2,M_3,M_0,M_2,M_2,M_6,M_0,M_0,M_2,M_3,M_0,M_2,M_2,M_3,M_4,M_0,M_0,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_4,M_4,M_5,M_0,M_4,M_4,M_3,M_6,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_0,M_2,M_2,M_5,M_5,M_5,M_1,M_6,M_6,M_4,M_4,M_2,M_0,M_4
296,890,2,4,833,0,746,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_5,M_6,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_6,M_0,M_6,M_2,M_3,M_0,M_2,M_2,M_6,M_0,M_0,M_2,M_3,M_0,M_2,M_2,M_3,M_5,M_4,M_4,M_5,M_5,M_0,M_2,M_3,M_4,M_4,M_4,M_5,M_5,M_4,M_5,M_0,M_4,M_4,M_3,M_6,M_0,M_0,M_1,M_1,M_4,M_4,M_2,M_1,M_3,M_3,M_1,M_1,M_1,M_1,M_4,M_3,M_5,M_0,M_5,M_5,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_6,M_6,M_6,M_3,M_6,M_6,M_6,M_5,M_5,M_6,M_6,M_3,M_0,M_2,M_2,M_5,M_5,M_5,M_1,M_6,M_6,M_4,M_4,M_2,M_0,M_4
